File,BPP,D1-PSNR,D2-PSNR,ChamferDist,EncodeTime,DecodeTime
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000001.bin,0.210716445,50.516,54.7896,0.042458864,0.692561626,0.392037392
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000093.bin,0.22904422,50.6681,55.5438,0.040278298,0.494036436,0.331892252
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000185.bin,0.192813859,50.5405,55.0449,0.041099495,0.323595762,0.291804075
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000277.bin,0.236673639,50.5567,55.2708,0.041220611,0.416724443,0.331726074
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000369.bin,0.191742258,50.3945,54.6638,0.043115329,0.470253706,0.385407925
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000461.bin,0.303626993,50.4473,55.2275,0.04257444,0.648956537,0.50626111
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000553.bin,0.39690628,50.549,55.1614,0.042927924,0.686909437,0.700662851
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000645.bin,0.208348332,50.3019,54.9132,0.04387479,0.472509861,0.389667273
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000737.bin,0.220970718,50.4895,55.2133,0.041996258,0.541507244,0.388086796
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000829.bin,0.198436408,50.6177,55.3819,0.041144575,0.374789953,0.343298912
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/12/velodyne/000001.bin,0.620479641,50.4193,55.3264,0.043932241,1.199559689,1.170885563
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/12/velodyne/000107.bin,1.000263442,50.4707,55.1602,0.045171793,1.369267225,1.758198023
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/12/velodyne/000213.bin,0.337750541,50.5014,55.5188,0.042120028,0.518225431,0.516828537
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/12/velodyne/000319.bin,0.345933997,50.4697,55.4227,0.042532071,0.527529716,0.517523766
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/12/velodyne/000425.bin,0.481727798,50.4719,55.465,0.043293285,0.750184059,0.71181941
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/12/velodyne/000531.bin,0.617530204,50.4868,55.0422,0.044069156,0.972708941,1.091078758
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/12/velodyne/000637.bin,0.923718623,50.4765,55.2332,0.045065341,1.214938641,1.522203207
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/12/velodyne/000743.bin,0.790555345,50.5734,55.3781,0.04415909,0.921984434,1.103644133
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/12/velodyne/000849.bin,0.717033132,50.4929,55.253,0.044270107,1.064236164,1.308641672
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/12/velodyne/000955.bin,0.543557548,50.4841,55.2616,0.04398519,0.930149078,1.030851364
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/13/velodyne/000001.bin,0.284166047,50.4145,54.8535,0.043443389,0.71552825,0.396752357
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/13/velodyne/000329.bin,0.271117992,50.6246,55.3922,0.041183191,0.471334696,0.392060041
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/13/velodyne/000657.bin,0.320538971,50.5102,55.2468,0.042308978,0.566910028,0.509751081
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/13/velodyne/000985.bin,0.508551103,50.4937,55.1984,0.043602469,0.756083012,0.831530809
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/13/velodyne/001313.bin,0.301724138,50.5523,55.0774,0.042343242,0.507520437,0.518893719
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/13/velodyne/001641.bin,0.44735921,50.3852,54.9918,0.044333951,0.744752407,0.822546482
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/13/velodyne/001969.bin,0.469447392,50.6258,55.2026,0.042400295,0.848348379,0.83379674
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/13/velodyne/002297.bin,0.216994248,50.5065,55.0465,0.042185822,0.361054897,0.278887033
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/13/velodyne/002625.bin,0.259653339,50.4534,54.9421,0.042798723,0.478073835,0.335050821
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/13/velodyne/002953.bin,0.33955521,50.5516,55.3713,0.041818743,0.508736372,0.519814491
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/14/velodyne/000001.bin,0.431856403,50.4922,55.1556,0.043261931,0.976249218,0.830736876
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/14/velodyne/000064.bin,0.239578403,50.3966,55.1472,0.043025517,0.432758808,0.40236783
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/14/velodyne/000127.bin,0.220779827,50.4715,55.3948,0.042104334,0.435765266,0.405608177
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/14/velodyne/000190.bin,0.444857298,50.748,55.7044,0.041788984,0.826613426,0.893630743
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/14/velodyne/000253.bin,0.539886567,50.6144,55.3595,0.043418387,1.052735329,1.107663155
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/14/velodyne/000316.bin,0.38933915,50.5949,55.7269,0.041481778,0.597184658,0.585201025
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/14/velodyne/000379.bin,0.322520881,50.4976,55.8871,0.041789015,0.565047503,0.398652554
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/14/velodyne/000442.bin,0.445691206,50.4588,55.234,0.043931273,0.826383114,0.896573544
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/14/velodyne/000505.bin,0.213804701,50.3843,55.0015,0.04352655,0.476387501,0.458197832
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/14/velodyne/000568.bin,0.176769055,50.3929,55.3684,0.042032528,0.325585604,0.225510836
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/15/velodyne/000001.bin,0.268908099,50.4777,55.1751,0.042258938,0.732173204,0.346285105
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/15/velodyne/000191.bin,0.214970337,50.6298,55.5709,0.040635569,0.487442732,0.331357002
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/15/velodyne/000381.bin,0.516639232,50.676,55.2304,0.042914286,0.89652729,0.895855427
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/15/velodyne/000571.bin,0.192734693,50.5866,55.3487,0.040583108,0.325978518,0.229159117
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/15/velodyne/000761.bin,0.295457617,50.3779,55.1659,0.043456633,0.489496469,0.462850094
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/15/velodyne/000951.bin,0.442512511,50.4068,55.0933,0.043653827,0.680056095,0.701986074
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/15/velodyne/001141.bin,0.248013219,50.4741,55.1997,0.043272037,0.473150969,0.389006615
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/15/velodyne/001331.bin,0.245901109,50.4815,55.5886,0.041806171,0.541113615,0.390277386
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/15/velodyne/001521.bin,0.295869356,50.3687,55.1617,0.043002126,0.588833332,0.449623823
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/15/velodyne/001711.bin,0.227825685,50.6241,55.2383,0.041123081,0.470661879,0.453003883
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/16/velodyne/000001.bin,0.283119422,50.615,55.1126,0.04183553,0.892212868,0.590401649
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/16/velodyne/000174.bin,0.34633802,50.3625,55.0067,0.043748245,0.589789391,0.587614298
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/16/velodyne/000347.bin,0.386360399,50.2345,54.8815,0.045358581,0.71731925,0.760709047
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/16/velodyne/000520.bin,0.409579227,50.3981,54.9854,0.044046709,0.679612875,0.702179432
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/16/velodyne/000693.bin,0.291389609,50.5411,55.1968,0.042067755,0.592357397,0.448654413
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/16/velodyne/000866.bin,0.284322466,50.4146,55.1416,0.043402348,0.694515944,0.646868229
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/16/velodyne/001039.bin,0.353659833,50.7069,55.4654,0.040969526,0.576257229,0.587642193
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/16/velodyne/001212.bin,0.368401322,50.5109,55.305,0.042872258,0.630090714,0.648492575
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/16/velodyne/001385.bin,0.318744069,50.4295,55.2066,0.043028322,0.568734646,0.580801249
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/16/velodyne/001558.bin,0.452223761,50.5937,55.1254,0.042791057,0.773223639,0.824764252
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/17/velodyne/000001.bin,0.79094683,50.4611,55.1133,0.0446395,1.517435312,1.450989246
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/17/velodyne/000050.bin,0.888425176,50.5968,55.3106,0.044112065,1.325441599,1.589546204
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/17/velodyne/000099.bin,0.613897017,50.5216,55.2583,0.043456591,0.860407829,0.958601713
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/17/velodyne/000148.bin,0.60991979,50.6336,55.3967,0.042819733,0.944967747,0.959356308
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/17/velodyne/000197.bin,0.855796355,50.5417,55.1668,0.044305979,1.388458729,1.604361534
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/17/velodyne/000246.bin,0.771280786,50.6333,55.1491,0.043542494,1.113427877,1.37757206
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/17/velodyne/000295.bin,0.707005073,50.6112,55.2534,0.04310398,1.009034395,1.166060448
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/17/velodyne/000344.bin,0.718946726,50.6295,55.1765,0.043718912,1.115176439,1.373785019
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/17/velodyne/000393.bin,0.60962865,50.5217,55.185,0.04442921,0.963792086,1.168711662
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/17/velodyne/000442.bin,0.471001492,50.5095,55.0145,0.044413771,0.798971415,0.897280216
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/18/velodyne/000001.bin,0.188497122,50.5655,54.8449,0.041673057,0.685225487,0.283387184
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/18/velodyne/000181.bin,0.249098721,50.7191,55.6214,0.040364918,0.550229788,0.392490149
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/18/velodyne/000361.bin,0.216544138,50.475,55.2836,0.042916678,0.474261999,0.455354691
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/18/velodyne/000541.bin,0.223509963,50.3367,54.4968,0.043413393,0.320892096,0.296449184
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/18/velodyne/000721.bin,0.157284264,50.5731,55.1092,0.040578594,0.32618022,0.220877647
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/18/velodyne/000901.bin,0.203131918,50.5543,54.978,0.041467543,0.365690947,0.347015619
