File,BPP,D1-PSNR,D2-PSNR,ChamferDist,EncodeTime,DecodeTime
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000001.bin,4.442636469,74.505,79.2859,0.000188928,12.17694044,37.14287519
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000093.bin,4.83824803,74.4899,79.3072,0.000189242,10.30360532,30.72033095
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000185.bin,4.384820831,74.4701,79.2863,0.000189633,10.01601577,28.54919648
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000277.bin,4.922482094,74.5043,79.2728,0.000188966,11.62602043,35.63923883
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000369.bin,4.430340945,74.4843,79.306,0.000189962,11.68366742,36.98999858
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000461.bin,5.393990649,74.4852,79.2544,0.000190012,12.91387177,42.75058794
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000553.bin,5.124451923,74.4927,79.289,0.000189268,12.8452251,44.20298672
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000645.bin,3.652731911,74.5105,79.3448,0.000187794,9.725531101,29.26744318
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000737.bin,4.063987164,74.4971,79.2968,0.00018905,10.82906938,34.0781703
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/11/velodyne/000829.bin,4.288756118,74.5219,79.3303,0.000187127,9.328650951,27.36290479
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/12/velodyne/000001.bin,6.662088567,74.4857,79.2447,0.000190286,14.36470509,50.09460497
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/12/velodyne/000107.bin,7.41247355,74.4947,79.2764,0.000189917,17.24006987,64.82004809
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/12/velodyne/000213.bin,6.798098337,74.496,79.2831,0.000189828,13.65352178,48.15597105
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/12/velodyne/000319.bin,6.738102005,74.4886,79.2832,0.000189991,13.42541385,47.72793293
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/12/velodyne/000425.bin,5.98192933,74.482,79.2577,0.000189913,12.61013985,43.22637582
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/12/velodyne/000531.bin,6.926587205,74.4897,79.2788,0.000190253,15.35602951,58.51897359
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/12/velodyne/000637.bin,7.043213588,74.4766,79.2441,0.000190353,14.52143168,51.89179707
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/12/velodyne/000743.bin,7.06758993,74.4834,79.2438,0.000190177,13.26857877,45.37291479
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/12/velodyne/000849.bin,6.602634439,74.5045,79.2974,0.000189262,14.39954567,53.72750378
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/12/velodyne/000955.bin,5.874486727,74.492,79.2461,0.000189623,14.53678656,53.82955956
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/13/velodyne/000001.bin,4.675531871,74.4913,79.2828,0.00018938,10.91730261,31.60826445
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/13/velodyne/000329.bin,4.696372081,74.4941,79.274,0.000189429,10.75131083,32.83662724
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/13/velodyne/000657.bin,4.879654002,74.5065,79.305,0.000188969,11.32288766,36.50320101
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/13/velodyne/000985.bin,5.904884083,74.5004,79.2865,0.00018912,13.04328012,44.79908657
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/13/velodyne/001313.bin,4.712068966,74.5159,79.3169,0.000188331,10.31183004,31.23813009
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/13/velodyne/001641.bin,5.116813735,74.4912,79.2891,0.000189542,11.70956826,36.9569068
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/13/velodyne/001969.bin,5.649432699,74.4898,79.2486,0.000189813,13.92085004,49.07737684
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/13/velodyne/002297.bin,3.98847786,74.49,79.3169,0.000188817,8.364880323,22.84112716
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/13/velodyne/002625.bin,4.470016177,74.4908,79.3031,0.000189325,9.130761385,26.48448873
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/13/velodyne/002953.bin,5.211868155,74.4968,79.2577,0.000189095,10.9003315,34.07834339
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/14/velodyne/000001.bin,6.383868658,74.5048,79.2863,0.000189477,14.18362951,48.88433361
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/14/velodyne/000064.bin,5.807630408,74.4873,79.2976,0.000189897,11.31425643,35.72495437
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/14/velodyne/000127.bin,5.217339871,74.5135,79.346,0.000188393,10.89544606,33.58277559
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/14/velodyne/000190.bin,5.825811205,74.4894,79.2843,0.000189966,13.72236371,49.51872897
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/14/velodyne/000253.bin,6.311682386,74.5099,79.2876,0.000189199,16.27938366,59.30520177
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/14/velodyne/000316.bin,6.684858423,74.5126,79.3005,0.000188993,13.52730465,48.25955963
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/14/velodyne/000379.bin,6.608470922,74.5041,79.2978,0.000189314,12.68012524,44.72407317
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/14/velodyne/000442.bin,6.262055743,74.4899,79.2511,0.000190016,14.99104428,56.08375239
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/14/velodyne/000505.bin,5.080880685,74.5018,79.3406,0.000188626,10.39335537,32.35083127
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/14/velodyne/000568.bin,5.212348893,74.5152,79.3578,0.000187807,9.914315462,28.80205631
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/15/velodyne/000001.bin,5.061833247,74.4835,79.268,0.000189899,11.90779781,36.47171855
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/15/velodyne/000191.bin,4.742072928,74.5066,79.3139,0.000188499,10.40110183,31.54084826
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/15/velodyne/000381.bin,6.20096051,74.4887,79.2886,0.000190019,13.11018443,45.97488475
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/15/velodyne/000571.bin,4.410661782,74.5023,79.2951,0.000188514,10.0100944,29.54743075
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/15/velodyne/000761.bin,5.680737213,74.4886,79.2647,0.000189631,11.33339834,36.55977345
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/15/velodyne/000951.bin,5.02213525,74.4962,79.2721,0.000189267,12.84128809,44.33025241
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/15/velodyne/001141.bin,4.499614446,74.4867,79.2723,0.000188743,10.18879199,30.80930805
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/15/velodyne/001331.bin,5.36351583,74.4919,79.2744,0.000189421,11.17544937,35.36711812
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/15/velodyne/001521.bin,5.011869291,74.4801,79.2657,0.000189864,11.70245862,38.35595632
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/15/velodyne/001711.bin,4.395312662,74.4998,79.3058,0.000188939,11.28603959,35.48204708
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/16/velodyne/000001.bin,4.861215351,74.5076,79.3093,0.000189137,13.21170139,43.12339926
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/16/velodyne/000174.bin,4.777151217,74.4954,79.2931,0.000188784,11.35720825,36.60354567
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/16/velodyne/000347.bin,5.02134435,74.4938,79.2567,0.000189375,12.7780149,41.45953083
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/16/velodyne/000520.bin,5.532074575,74.4969,79.2724,0.000189386,13.26822758,46.58449554
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/16/velodyne/000693.bin,4.937130884,74.5028,79.2723,0.000189181,11.24156451,36.50507617
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/16/velodyne/000866.bin,4.8404865,74.511,79.2758,0.000188771,12.87203097,43.51196837
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/16/velodyne/001039.bin,5.361681945,74.5,79.2635,0.000189505,12.7043345,43.86084843
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/16/velodyne/001212.bin,5.216985312,74.4892,79.2601,0.000189468,11.87232757,39.0390451
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/16/velodyne/001385.bin,5.261014332,74.5066,79.3103,0.000188626,12.23700523,39.58468366
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/16/velodyne/001558.bin,5.692699108,74.4915,79.2366,0.000189598,13.88557649,48.81505919
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/17/velodyne/000001.bin,7.139982851,74.4754,79.2591,0.000190819,15.62484121,58.79821253
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/17/velodyne/000050.bin,7.472978044,74.4983,79.2822,0.000189742,14.94746113,53.57117105
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/17/velodyne/000099.bin,7.295152584,74.4901,79.3081,0.000190331,13.98185849,50.02325702
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/17/velodyne/000148.bin,7.013324603,74.4936,79.2753,0.000189882,14.64905739,55.48535895
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/17/velodyne/000197.bin,7.519535143,74.4963,79.2988,0.000190112,16.65565467,64.08827543
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/17/velodyne/000246.bin,7.344568904,74.515,79.2971,0.000189165,15.50329566,57.72786498
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/17/velodyne/000295.bin,6.892998468,74.514,79.2816,0.000189355,14.10870123,52.02296185
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/17/velodyne/000344.bin,6.196111256,74.4905,79.2255,0.000189945,14.25068426,51.35942125
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/17/velodyne/000393.bin,5.0669041,74.502,79.3172,0.000189177,12.20269132,41.96048236
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/17/velodyne/000442.bin,4.707748673,74.4838,79.2086,0.000189669,11.23246717,35.62432671
/home/haoran/Public/Dataset/data_odometry_velodyne/dataset/sequences/18/velodyne/000001.bin,4.007696378,74.521,79.3085,0.000188163,10.26153374,30.04523349
